adhocMargin,applicableMargin,averagePrice,basePrice,bcEndDate,bcStartDate,buyPrice1,buyPrice2,buyPrice3,buyPrice4,buyPrice5,buyQuantity1,buyQuantity2,buyQuantity3,buyQuantity4,buyQuantity5,change,closePrice,cm_adj_high_dt,cm_adj_low_dt,cm_ffm,companyName,css_status_desc,custom_MD_index,date1,date2,dayHigh,dayLow,deliveryQuantity,deliveryToTradedQuantity,exDate,extremeLossMargin,faceValue,high52,indexVar,isExDateFlag,isinCode,lastPrice,low52,marketType,ndEndDate,ndStartDate,open,pChange,previousClose,priceBand,pricebandlower,pricebandupper,purpose,quantityTraded,recordDate,secDate,securityVar,sellPrice1,sellPrice2,sellPrice3,sellPrice4,sellPrice5,sellQuantity1,sellQuantity2,sellQuantity3,sellQuantity4,sellQuantity5,series,surv_indicator,symbol,totalBuyQuantity,totalSellQuantity,totalTradedValue,totalTradedVolume,varMargin
,12.5,537.25,541.95,07-AUG-19,20-JUL-19,534.55,534.5,534.45,534.4,534.35,99.0,251.0,396.0,365.0,30.0,-7.25,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-39.23666029894076,29/11/2019 12:10:27,1575009627.242189,543.8,533.7,475563.0,51.5,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.7,502.55,N,,,543.0,-1.34,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,923468.0,,29-Nov-2019 11:00:00,5.63,534.7,534.85,534.9,534.95,535.0,54.0,362.0,932.0,857.0,563.0,EQ,,M&amp;M,354977.0,813415.0,7471.6,1390712.0,7.5
,12.5,537.22,541.95,07-AUG-19,20-JUL-19,534.5,534.45,534.4,534.35,534.3,73.0,155.0,50.0,500.0,82.0,-7.45,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-39.66472070991502,29/11/2019 12:15:29,1575009929.319873,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.5,502.55,N,,,543.0,-1.37,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.65,534.75,534.8,534.85,534.9,265.0,354.0,607.0,144.0,1182.0,EQ,,M&amp;M,354134.0,819753.0,7550.61,1405496.0,7.5
,12.5,537.21,541.95,07-AUG-19,20-JUL-19,534.9,534.7,534.65,534.6,534.55,42.0,382.0,422.0,846.0,1759.0,-6.95,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-38.95072676492774,29/11/2019 12:16:36,1575009996.885601,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,535.0,502.55,N,,,543.0,-1.28,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.95,535.0,535.05,535.1,535.15,10.0,434.0,65.0,225.0,354.0,EQ,,M&amp;M,359358.0,817914.0,7585.82,1412077.0,7.5
,12.5,537.2,541.95,07-AUG-19,20-JUL-19,534.8,534.75,534.7,534.65,534.6,7.0,1.0,200.0,480.0,2258.0,-7.15,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-38.9930147840052,29/11/2019 12:19:29,1575010169.27395,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.8,502.55,N,,,543.0,-1.32,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.9,534.95,535.0,535.15,535.2,385.0,168.0,1745.0,774.0,387.0,EQ,,M&amp;M,360310.0,820899.0,7603.06,1415312.0,7.5
,12.5,537.17,541.95,07-AUG-19,20-JUL-19,535.5,535.35,535.3,535.25,535.2,19.0,394.0,1250.0,978.0,342.0,-6.45,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-37.46749460942633,29/11/2019 12:23:53,1575010433.128399,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,535.5,502.55,N,,,543.0,-1.19,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,535.65,535.7,535.75,535.8,535.85,46.0,251.0,125.0,1906.0,392.0,EQ,,M&amp;M,371646.0,817003.0,7734.31,1439825.0,7.5
,12.5,537.16,541.95,07-AUG-19,20-JUL-19,535.15,535.1,535.05,535.0,534.95,503.0,768.0,1659.0,2326.0,354.0,-6.75,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-37.35047638406728,29/11/2019 12:26:41,1575010601.180015,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,535.2,502.55,N,,,543.0,-1.25,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,535.2,535.3,535.4,535.45,535.5,1.0,60.0,173.0,5.0,1544.0,EQ,,M&amp;M,372931.0,817600.0,7772.56,1446973.0,7.5
,12.5,537.16,541.95,07-AUG-19,20-JUL-19,535.15,535.1,535.05,535.0,534.95,503.0,768.0,1659.0,2326.0,354.0,-6.75,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-37.35047638406728,29/11/2019 12:27:11,1575010631.292977,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,535.2,502.55,N,,,543.0,-1.25,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,535.2,535.3,535.4,535.45,535.5,1.0,60.0,173.0,5.0,1544.0,EQ,,M&amp;M,372931.0,817600.0,7772.56,1446973.0,7.5
,12.5,537.14,541.95,07-AUG-19,20-JUL-19,535.8,535.75,535.7,535.65,535.6,72.0,278.0,1328.0,1391.0,1381.0,-6.15,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-36.01523905773156,29/11/2019 12:32:10,1575010930.972328,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,535.8,502.55,N,,,543.0,-1.13,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,536.1,536.2,536.25,536.3,536.35,199.0,459.0,482.0,589.0,1747.0,EQ,,M&amp;M,384940.0,818284.0,7873.03,1465732.0,7.5
,12.5,537.13,541.95,07-AUG-19,20-JUL-19,534.3,534.25,534.2,534.15,534.1,50.0,101.0,1088.0,140.0,1597.0,-7.50,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-39.76870621456114,29/11/2019 12:34:14,1575011054.411338,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.45,502.55,N,,,543.0,-1.38,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.45,534.5,534.6,534.65,534.7,312.0,218.0,246.0,492.0,1935.0,EQ,,M&amp;M,358559.0,832048.0,7954.24,1480878.0,7.5
,12.5,537.11,541.95,07-AUG-19,20-JUL-19,534.6,534.55,534.5,534.45,534.4,753.0,568.0,1982.0,1334.0,589.0,-7.30,0.0,21-DEC-18,14-AUG-19,51878.61,Mahindra & Mahindra Limited,Listed,-38.854474998211366,29/11/2019 12:36:26,1575011186.748559,543.8,533.7,648042.0,47.37,18-JUL-19,5.0,5.0,814.0,,False,INE101A01026,534.65,502.55,N,,,543.0,-1.35,541.95,No Band,487.8,596.1,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE,1367946.0,,29-Nov-2019 12:00:00,5.63,534.65,534.85,535.0,535.1,535.15,3.0,156.0,265.0,32.0,645.0,EQ,,M&amp;M,367495.0,834539.0,8024.22,1493963.0,7.5
